location,Nationality,job_Category,EmploymentType,gender,Experience_years,min Education,Name,KeySkills
Balkh,National,Business,Full Time,Any,2 Years,BA,Position Title: Video Editing and Social Media Officer ? Remote Work,
Balkh,National,Program/Project,Full Time,Any,5 years,BA,Position Title: Program Manager,"Experience in Livelihoods, Micro and medium women businesses, gender, and nutrition, MHPSS and legal assistance is plus point."
Jawzjan,National,Business,Full Time,Any,3 years,BA,Position Title: Marketing Officer (Agribusiness),"Knowledge of the area, socio-culture and local language where the post is located as an added advantage"
Kabul,National,Construction,Full Time,Any,5 years,MA,Position Title: Call for CVs Mid-Level Management Positions,
Balkh,National,Education,Full Time,Any,3 years,HS,Position Title: English Trainer,
Kabul,National,Education,Part Time,Male,5 Years,BA,Position Title: Certified Trainers at Sama International Trainings & Consultancy,
Kabul,National,Education,Full Time,Any,7 years,BA,Position Title: Script Writer - Dari (Re Announced),
Kabul,National,Education,Full Time,Any,7 years,BA,Position Title: Script Writer - Pashto (Re Announced),
Kabul,National,Construction,Full Time,Any,3-5 years,BA,Position Title: Civil Engineer,
Kabul,National,Other,Full Time,Male,4 years,MA,Position Title: Senior Training and Development Officer,
Balkh,National,Other,Full Time,Male,5 years,None,Position Title: Taxi Cars painter expert,
Badakhshan,National,Communication,Full Time,Female,5 years,BA,Position Title: Business Development Executive,
Baghlan,Any,Business,Full Time,Any,10 Year,MA,Position Title: Call for Resumes (Short- and Long-Term Consultants),
Badakhshan,National,Support,Full Time,Any,2 years,BA,Position Title: Volunteers (Internship and Membership),
Kabul,National,Construction,Full Time,Any,5 years,BA,Position Title: Road Construction Project Manager,
Kabul,National,Business,Full Time,Male,3 years,BA,Position Title: Sales and Marketing Officer,
Kabul,National,Program/Project,Full Time,Any,5 years,BA,Position Title: Senior Monitoring and Evaluation Specialist,
Kabul,National,Agriculture,Full Time,Any,3 years,BA,Position Title: National Professional Officer (Programme),
Daikondi,National,Education,Full Time,Any,2 Years,BA,"Position Title: Programme Officer, (Education and Child Protection) NOB, Fixed Term, Daikundi Afghanistan, #90274",
Kunar,National,Health Care,Full Time,Male,2 years,BA,Position Title: MHT Medical Doctor (Only Male),
Kabul,National,Health Care,Full Time,Any,5 years,BA,Position Title: HIS/M&E Coordinator (Re Announced) (Re Announced) (Re Announced) (Re Announced),
Kabul,National,Program/Project,Full Time,Any,3 years,BA,Position Title: Program Coordinator,Knowledge of both Afghan national languages
Bamian,National,Program/Project,Full Time,Any,5 years,MA,Position Title: Technical Advisor I,Strong relationship management skills with ability to influence and get buy-in from people not under direct supervision and to work with individuals in diverse geographical and cultural settings
Oruzgan,National,Health Care,Full Time,Any,9 years,BA,Position Title: Health & Nutrition Project Manager-UZG,"A total of 9 years of experience would be required and 2 years of experience working in a nutrition/health programme in a developing country, preferably in an insecure context"
Kandahar,National,Other,Full Time,Male,10 years,BA,Position Title: Project Support Manager,"10 years experience in support roles such as finance, HR, and logistics"
Kabul,National,Information Technology,Full Time,Male,5 years,BA,Position Title: 068-Expert Database Manager,
Kunar,National,Program/Project,Full Time,Any,5 years,BA,Position Title: Emergency Team Leader (Re-announced) (169068),University degree
Kabul,National,Business,Full Time,Any,7 years,BA,Position Title: Deputy Finance Director,
Kabul,National,Information Technology,Full Time,Male,2 years,BA,Position Title: 069-Expert Programmer,
Kabul,National,Information Technology,Full Time,Male,1 years,BA,Position Title:Hardware and Software Management(?),Communication
Kabul,National,Information Technology,Full Time,Male,2 years,BA,Position Title: 070 Expert System Manager,
Nangarhar,National,Program/Project,Full Time,Any,1 Year,BA,Position Title: Protection Monitoring and Case Management Worker (PMCMW),"Good written and oral communication skills, effective in representation and liaison with external parties (required)."
Herat,National,Program/Project,Full Time,Male,3-year,BA,Position Title: Regional RHCS Monitoring and Quality Control Officer (Re Announced),
Kabul,National,Program/Project,Full Time,Any,5 years,MA,Position Title: Project Manager,"Strong skills in quantitative and qualitative data analysis utilizing SPSS/STATA, Atlas.ti, Nvivo, R"
Herat,National,Other,Full Time,Male,None,BA,Position Title: Electrician,Communication
Faryab,National,Program/Project,Full Time,Any,7 years,BA,Position Title: Head of Office,Experience working in humanitarian emergencies across multiple areas of Afghanistan
Herat,National,Business,Full Time,Male,1 year,BA,Position Title: Oil Calculation Employee,Communication
Kandahar,National,Business,Full Time,Male,None,BA,Position Title: Resources Protector,
Herat,National,Business,Full Time,Any,1 year,None,Position Title: Resources Management,Communication
Kabul,National,Business,Full Time,Male,1 years,BA,Position Title: Distribution General Management,Communication
Ghazni,National,Other,Full Time,Male,1 years,BA,Position Title: Mechanic,Communication
Kabul,National,Business,Full Time,Male,5 years,BA,Position Title: Grant Coordinator/ proposal writer,
Kabul,National,Information Technology,Full Time,Any,2 years,BA,Position Title: Odoo Developer,"Bachelors degree in Computer Science, Information Technology, or a related field; equivalent work experience will also be considered."
Bamian,National,Program/Project,Full Time,Any,3 year,BA,Position Title: MEAL Team Leader-Bamyan,
Nangarhar,National,Other,Full Time,Any,5 years,BA,Position Title: Animal Husbandry officer,
Nangarhar,National,Agriculture,Full Time,Any,5 years,BA,Position Title: Agronomist,
Badakhshan,National,Program/Project,Full Time,Any,2 Years,BA,Position Title: Field Data Enumerator,
Balkh,Any,Education,Part Time,Male,1-3 Years,BA,"Position Title: Cambrid Cambridge Subjects, School Teachers(Computer, Chemistry, Mathematics, Biology, Physics)",
Nangarhar,National,Other,Full Time,Any,5 years,MA,Position Title: Regional Coordinator - Eastern Region,
Balkh,National,Other,Full Time,Any,2 years,BA,Position Title: Camp Management Assistant - Community Center & Outreach,"University degree (preferably in social sciences, e.g. education, political science, international relations, law, journalism, gender studies and human rights)"
Faryab,National,Health Care,Full Time,Any,2 years,MD,Position Title: Back up Medical Doctor,
Kabul,Any,Health Care,Full Time,Any,None,None,Position Title: A NUTRITION SURVEILLANCE HEAD OF DEPARTMENT,
Balkh,National,Other,Full Time,Any,2 years,BA,Position Title: Camp Management Assistant - Cash Grants 1 Male 1 Female,"University degree (preferably in social sciences, e.g. education, political science, international relations, law, journalism, gender studies and human rights.)"
Sar-e Pol,National,Health Care,Full Time,Any,2 years,MD,Position Title: Back up Medical Doctor,
Helmand,National,Agriculture,Full Time,Any,5 years,BA,Position Title: Agronomist,
Kabul,National,Other,Full Time,Any,2 years,BA,Position Title: Senior. Safeguarding Officer ( Re-announced),
Kabul,National,Other,Full Time,Male,None,None,Position Title: Islamic Finance Promoter (IFP) (Re Announced),
Kabul,National,Program/Project,Full Time,Any,8 years,BA,"Position Title: Food Security, Livelihood & Resilience- Program Coordinator",
Kabul,National,Information Technology,Full Time,Male,3 years,BA,Position Title:Dirctor of Information System,
Kabul,National,Banking/Accounting,Full Time,Male,4 years,BA,Position Title: Finance Manager (Re Announced),
Kabul,National,Health Care,Full Time,Female,1-2 years,HS,Position Title: Community Health Supervisor,Deep knowledge of the community health services conducted by health provider
Kabul,National,Business,Full Time,Any,5 years,BA,Position Title: Human Resource Manager,The candidate should have five (5) years of human resources senior management experience and work with system improvement.
Kabul,National,Business,Full Time,Any,5 years,BA,Position Title: Finance Coordinator,Managing resources to optimize results
Kabul,National,Business,Full Time,Any,5 years,MA,Position Title: Deputy Logistic coordinator,
Badakhshan,National,Support,Full Time,Female,2 years,HS,Position Title: Surveyor,
Daikondi,National,Business,Full Time,Male,2-3 years,BA,Position Title: Finance and Human Resources Assistant,2-3 years of experience in Finance /HR field
Kabul,National,Program/Project,Full Time,Any,1 years,BA,Position Title: Programme Policy Officer (Data Analyst CBT) - NOA- Kabul,"At least one (1) year of postgraduate professional experience; in data management, analysis and/or visualization, including strong experience in working with large data sets and summarizing data for business. Past experience working on a multi-cultural organization is desirable."
Kabul,National,Program/Project,Full Time,Any,3 years,BA,Position Title: Programme Policy Officer (Field Support CBT) - NOB - Kabul,"At least three (3) years of postgraduate professional experience in the area of humanitarian and resilience building programmes, preferably including both food and CBT modalities, and engagement with and/or capacity building and training of counterparts in relevant areas."
Balkh,National,Other,Full Time,Female,2 years,BA,Position Title: Data collection officer,Minimum 2 years experience in the same field as in experiences with NGOs/INGOs.
Balkh,National,Health Care,Full Time,Female,3 years,BA,Position Title: PSCC In-Charge,"In case of unavailability of medical doctor, midwife with 5 years of experience in Maternal Child health.,?¨?¨A bachelors in medical will be given preference"
Balkh,National,Health Care,Full Time,Female,2-3 years,BA,Position Title: Psychosocial Counsellor,"Strength in interpersonal, communication, and presentation skills"
Balkh,National,Other,Full Time,Female,1 year,SS,Position Title: Cleaner,Be able to speak in local languages.
Kabul,National,Health Care,Part Time,Male,3-5 years,MD,Position Title: Medical Coordinator,
Kabul,National,Banking/Accounting,Full Time,Male,5 Years,BA,Position Title: Chief Risk Officer (CRO) (Re Announced),
Herat,National,Business,Full Time,Any,5 years,BA,Position Title: Administrative and HR Manager (Re Announced),"Excellent writing and speaking skills in Pashto, Dari and English are required."
Kabul,National,Business,Full Time,Male,5 Years,BA,Position Title: Finance Manager (Re Announced) (Re Announced),
Kabul,National,Education,Full Time,Male,2 years,BA,Position Title: Meal Manager (Re Announced) (Re Announced),
Baghlan,National,Education,Full Time,Male,10 Years,BA,Position Title: Master Trainer (Re Announced) (Re Announced),
Herat,National,Program/Project,Full Time,Any,2 years,BA,Position Title: Trainer/Moblizer,Have knowledge and skills of conducting training for community and farmers.
Nangarhar,National,Program/Project,Full Time,Any,2 years,BA,Position Title: Health Officer,
Farah,National,Education,Full Time,Male,3-5 years,BA,Position Title: Community Mobilizer,
Faryab,National,Sales,Full Time,Any,4 years,BA,Position Title: Coordinator Sales,Education and work experience.
Kandahar,National,Engineering,Full Time,Male,5 Years,BA,Position Title: Senior Engineer,Minimum of 5 years experience in relevant field;
Parwan,National,Business,Full Time,Any,5 years,BA,Position Title: Human Resource Manager,5 years of professional relevant experience inclusive of managing a workforce of approximately?¨?¨ 100- 200 personnel
Kabul,National,Purchasing-Procurement,Full Time,Any,3 years,BA,Position Title: Ticketing & Facility Officer,"Minimum 3 years in INGO, NGO or other"
Herat,National,Business,Full Time,Any,2 years,BA,Position Title: Finance Officer/Cashier,
Kandahar,National,Health Care,Full Time,Female,3 years,BA,Position Title: IMNCI Nurse (Female Applicants Only),IMNCI/IMCI training
Kabul,National,Health Care,Full Time,Female,4 years,MD,Position Title: Youth Health Line Counselor (Re Announced),
Nangarhar,National,Program/Project,Full Time,Male,3 years,BA,Position Title: Community Outreach and Risk Reduction Officer (Only Male),
Laghman,National,Program/Project,Full Time,Any,3-5 years,BA,Position Title: Field Site Manager,"At least 3-5 years of relevant, progressive experience in humanitarian relief or development sector/context, NGO programs, and project experience."
Kabul,National,Program/Project,Full Time,Any,2 years,MA,Position Title: PME Manager,
Kabul,National,Business,Full Time,Male,3-5 Years,BA,Position Title: Client Coordinator for Products and Services,
Sar-e Pol,National,Program/Project,Full Time,Female,3 years,BA,Position Title: PSS Counselor (Psycho-Social Counselor),A minimum of 3 years of relevant work experience;
Ghazni,National,Health Care,Full Time,Any,3-4 years,BA,Position Title: Project Monitoring Officer,
Kabul,National,Education,Full Time,Male,1-3 Years,MA,Position Title: Lecturer,
Kabul,National,Program/Project,Full Time,Female,5 years,BA,Position Title: Monitoring and Evaluation Coordinator ? Information Management,Planning and delivering results
Faryab,National,Health Care,Full Time,Any,3 years,MD,Position Title: Doctor of Veterinary Medicine- DVM ( 4 Male & 3 Couple ) (Re Announced),
Faryab,National,Health Care,Full Time,Any,1 year,BA,Position Title: Psychosocial Counselor )),
Faryab,National,Health Care,Full Time,Any,1 year,BA,Position Title: HSC Vaccinator,
Faryab,National,Health Care,Full Time,Female,1 year,BA,Position Title: HSC Midwifery,
Kabul,National,Construction,Full Time,Male,7 years,BA,Position Title: Construction Project Manager,"Project management skills: planning, execution, monitoring and control, risk management, stakeholder management"
Paktia,National,Construction,Full Time,Male,3 years,BA,Position Title: Site Engineer ? Building Construction,"Project management skills: planning, execution, monitoring and control, stakeholder management"
Kabul,National,Business,Full Time,Any,2-3 years,BA,Position Title: Finance Officer,
Khost,National,Health Care,Full Time,Male,6 Years,None,Position Title: Provincial Project Officer,
Kabul,National,Program/Project,Full Time,Any,4 years,MA,Position Title: Sales Trainer (Re Announced),
Kandahar,National,Health Care,Full Time,Female,2 years,BA,Position Title: Pharmacist,Keen intellect with strong analytical skills
Kunar,National,Health Care,Full Time,Male,3 years,MD,Position Title: Malaria Case Management Provincial Focal Point,
Balkh,National,Program/Project,Full Time,Any,1-2 Years,BA,Position Title: Entrepreneurship Assistant,Strong Command on Pashto/Dari
Paktia,National,Program/Project,Full Time,Male,5 years,BA,Position Title: District Communication Officer (DCO) - Zurmat,
Kabul,National,Communication,Full Time,Any,5 years,BA,Position Title: Head of Production,
Paktia,National,Program/Project,Full Time,Male,5 years,BA,Position Title: District Communication Officer (DCO) - Janikhel,
Faryab,National,Engineering,Full Time,Any,8 years,BA,Position Title: Regional Manager,
Kabul,National,Business,Full Time,Any,3 years,BA,Position Title: National Consultant (Livelihood Diversification Training),"Responsive/compliant/acceptable, and"
Kabul,National,Agriculture,Full Time,Any,3 years,BA,Position Title: National Consultant (Agricultural Value Chain Skills Manual Development),"Responsive/compliant/acceptable, and"
Kunar,National,Program/Project,Full Time,Any,3 years,MD,Position Title: Deputy Project Manager,
Kabul,National,Program/Project,Full Time,Any,5 years,BA,Position Title: Technical Vocational and Education Training Advisor,
Kabul,National,Program/Project,Full Time,Any,5 years,BA,Position Title: Micro Small and Medium Enterprises Advisor,
Kapisa,National,Engineering,Full Time,Any,2 years,BA,Position Title: Site Engineer,
Balkh,National,Business,Full Time,Male,3 Years,BA,Position Title: Admin/Finance Officer,
Khost,National,Engineering,Full Time,Any,2 years,BA,Position Title: Site Engineer,
Kabul,National,Program/Project,Full Time,Any,2-years,HS,Position Title: Enumerator,
Kabul,National,Other,Full Time,Any,5 years,MA,Position Title: 072- Member of Board of Supervisors (Audit Committee),
Kapisa,National,Program/Project,Full Time,Any,2-years,HS,Position Title: Enumerator,
Paktia,National,Program/Project,Full Time,Any,2-years,HS,Position Title: Enumerator,
Herat,National,Program/Project,Full Time,Any,5 years,BA,Position Title: Project Manager,
Ghazni,National,Program/Project,Full Time,Any,2 years,HS,Position Title: Enumerator,
Khost,National,Program/Project,Full Time,Any,2 years,HS,Position Title: Enumerator,
Badakhshan,National,Other,Full Time,Male,6 years,BA,Position Title: Senior Construction Manager,6+ years of experience in relevant field with 3+ of experience in construction project management.
Herat,National,Business,Full Time,Female,3 years,BA,Position Title: Business Development Consultant,
Zabul,National,Health Care,Full Time,Any,1 year,BA,Position Title: CFS Animator,Excellent communication skills.
Zabul,National,Health Care,Full Time,Any,1 year,BA,Position Title: CFS Facilitator,Minimum of 1 year experience.
Kabul,National,Other,Full Time,Any,7 years,MA,Position Title: Senior Compliance Officer,"Seven (7) plus years of experience in compliance, risk management or audit required."
Balkh,National,Business,Full Time,Any,2 years,HS,Position Title: Driver,
Zabul,National,Health Care,Full Time,Any,2-3-year,BA,Position Title: CFS Supervisor,Minimum of 2-3-year experience.
Kabul,National,Other,Full Time,Any,5 years,BA,Position Title: Security Officer (SO),
Kabul,National,Health Care,Full Time,Male,None,None,Position Title: Program Manager,Thorough understanding of project/program management techniques and methods
Kandahar,National,Health Care,Full Time,Male,2 years,BA,Position Title: Medical Doctor,
Zabul,National,Education,Full Time,Male,1 year,HS,Position Title: Social worker/Community Mobilizer,
Paktia,National,Health Care,Full Time,Any,1 year,HS,Position Title: MHT Community Organizer,
Kabul,National,Health Care,Full Time,Any,3 years,BA,Position Title: Health Education Supervisor,
Maidan Wardak,National,Health Care,Full Time,Any,2-year,MD,Position Title: Medical Supervisor,
Maidan Wardak,National,Other,Full Time,Any,3-5 years,HS,Position Title: Driver,
Herat,National,Business,Full Time,Female,3 years,BA,Position Title: Finance and HR Officer (Remote Work) (Re Announced),
Nangarhar,National,Business,Full Time,Female,2 years,BA,Position Title: Female Cleaner-Nangarhar,
Herat,National,Health Care,Part Time,Female,5 years,MD,Position Title: Female Pediatrician,
Kabul,National,Business,Full Time,Any,3 years,BA,"Position Title: Budget Officer, Planning & Budgeting",
Kabul,National,Business,Full Time,Any,3-5 year,MBA,"Position Title: Assistant Manager, Finance",
Nimruz,National,Health Care,Full Time,Any,2 Years,BA,Position Title: X-Ray Technician (Re Announced),
Bamian,National,Health Care,Full Time,Female,2-3 years,BA,Position Title: Psychosocial Counsellor (BMN),Minimum 2-3 years work experience in psychosocial counseling.
Kabul,Any,Program/Project,Full Time,Any,5 years,MA,Position Title: MEAL Coordinator,"IT Tools (MS Office, Excel, email)."
Kabul,National,Program/Project,Full Time,Any,2 years,BA,Position Title: Researcher Consultant- Remote Afghanistan/Pakistan,Demonstrated ability to handle and communicate sensitive information.
Kabul,National,Health Care,Full Time,Any,None,None,Position Title: Operation Manager,Thorough understanding of Operation techniques and methods
Badghis,National,Business,Full Time,Any,2 years,HS,Position Title: SCOPE Date Entery(Daily Labor Contract),Honesty and integrity in performing the tasks
Kabul,National,Health Care,Full Time,Any,None,None,Position Title: Finance Senior Officer,"Minimum of 05 years of relevant experience in financial accounting with NGOs , UN, UN funded Projects or similar"
Kabul,National,Health Care,Full Time,Any,None,None,Position Title: Procurement Senior Officer,"Minimum of 05 years of relevant experience in Procurement?¨ with NGOs , UN, UN funded Projects or similar"
Kabul,National,Health Care,Full Time,Any,None,None,Position Title: Cleaner,
Kabul,National,Health Care,Full Time,Any,None,None,Position Title: Cook,
Kabul,National,Health Care,Full Time,Any,None,None,Position Title: Office Guard,
Kabul,National,Health Care,Full Time,Any,None,None,Position Title: HR Senior Officer,"5 years of relevant experience at the national or international level in providing HR advisory services and/or managing staff and operational systems with NGOs , UN, UN funded Projects or similar"
Kabul,National,Health Care,Full Time,Any,None,None,Position Title: Admin Senior Officer,"Minimum of 03 years of relevant experience in administrative positions with NGOs, UN, UN funded Projects or similar"
Kabul,National,Health Care,Full Time,Female,None,None,Position Title: PSEA and Gender focal Point,Education
Kabul,National,Business,Full Time,Male,5-6 Years,MA,Position Title: Internel Audit Manager,
Paktia,National,Program/Project,Full Time,Any,2-3 years,BA,Position Title: M&E Officer,At least 2-3 years of experience
Nimruz,National,Education,Full Time,Any,2 years,BA,Position Title: MEAL Assistant (Locally Recruitment),
Paktia,National,Program/Project,Full Time,Any,3 years,BA,Position Title: Community Mobilizer,Proven ability to work flexibly and independently with limited supervision and deliver quality results against tight deadlines;
Kabul,National,Program/Project,Full Time,Any,5 Years,BA,Position Title: Internal Auditor (Re Announced),Having understanding of the internal auditing standards.
Samangan,National,Health Care,Full Time,Any,10 years,MD,Position Title: Project Manager,
Kunduz,National,Health Care,Full Time,Any,3-years,BA,Position Title: Prosthetics and Orthotics (P&O) Technician,
Kabul,Any,Health Care,Full Time,Any,2 year,MA,Position Title: Senior Instructor in Critical Care Nursing,
Kunduz,National,Health Care,Full Time,Any,1 year,BA,Position Title: Prosthetics and Orthotics (P&O) Technician Assistant,
Kunduz,National,Health Care,Full Time,Any,3-year,BA,Position Title: Physiotherapist,
Balkh,National,Business,Full Time,Any,3 years,MA,Position Title: Consultancy,
Jawzjan,National,Health Care,Full Time,Any,2 years,BA,Position Title: Vaccinator,
Kapisa,National,Education,Full Time,Female,3-4 years,BA,Position Title: Master Trainer- (Only Female),
Nangarhar,National,Education,Full Time,Male,3-4 years,BA,Position Title: District Manager (only Male) Rodat District Jalalabad,
Balkh,National,Education,Full Time,Female,2-3 years,BA,Position Title: District Manager (only Female) Dehdadi Balkh,
Kabul,National,Program/Project,Full Time,Any,3-4 years,BA,Position Title: Senior Youth Educator Officer,"Excellent communication skills both in writing and oral including presentation, networking, and interpersonal skills: English, Pashto, Dari."
Kabul,National,Other,Full Time,Female,2 years,BA,Position Title: Female Nutrition Officer,
Samangan,National,Business,Full Time,Any,02 years,BA,Position Title: District Coordinators,
Samangan,National,Business,Full Time,Any,02 years,BA,Position Title: Field Assessors / Food Distributors,
Samangan,National,Business,Full Time,Any,02 years,BA,Position Title: M&E Officer,
Samangan,National,Business,Full Time,Male,02 years,BA,Position Title: Admin/Finance Officer,
Samangan,National,Business,Full Time,Male,02 years,BA,Position Title: Logistic Officer,
Samangan,National,Security,Full Time,Male,02 years,HS,Position Title: Guard/ Cleaner,
Nimruz,National,Health Care,Full Time,Any,4 years,BA,"Position Title: Environmental, Social Health, & Safety (ESHS) Officer (Re Announced)",
Kandahar,National,Agriculture,Full Time,Any,3 Years,BA,"Position Title: Livestock Officer (DVM Only), (Male & Female, Couple) (Re Announced)",
Kandahar,National,Agriculture,Full Time,Any,3 Years,BA,Position Title: Doctor of Veterinary Medicine- DVM ( 4 Male & 3 Couple ) (Re Announced),
Kabul,National,Banking/Accounting,Full Time,Male,3 years,BA,Position Title: Technical Analyst (Compliance Tools) Officer,
Kabul,National,Communication,Full Time,Male,3 Year,BA,Position Title: Writer/Producer,
Kabul,National,Program/Project,Full Time,Female,2 year,HS,Position Title: Disability Ambassador for awareness raising on disability,
Kabul,National,Program/Project,Full Time,Any,3 years,BA,Position Title: Shelter and Infrastructure Specialist,At least 3 years of experience with NGO/INGOs
Kabul,National,Program/Project,Full Time,Any,2 years,HS,Position Title: Senior Protection Assistant/Call Operator (Maternity Leave Replacement),
Nangarhar,National,Business,Full Time,Female,3 years,BA,Position Title: HR Officer (Only Female),
Jawzjan,National,Program/Project,Full Time,Male,3 years,BA,Position Title: Project Officer,
Kabul,National,Education,Full Time,Female,2 year,BA,Position Title: Assistant Psychologist/Family Counselor,
Kabul,National,Program/Project,Full Time,Female,2 years,BA,Position Title: Protection Officer case worker (Female Only) Re-announced,"At least 2 years of Working experience with INGOs/NGOs in the same or similar roles (protection officer, social worker etc)."
Kabul,National,Communication,Full Time,Any,5 years,BA,Position Title: Community Engagement and Outreach Specialist,
Ghazni,National,Program/Project,Full Time,Female,2 years,BA,Position Title: Protection Officer case worker Ghazni (Female Only) Re-announced,"At least 2 years of Working experience with INGOs/NGOs in the same or similar roles (protection officer, social worker etc)."
Balkh,National,Program/Project,Full Time,Male,3 years,BA,Position Title: Project Manager,2 to 3 years of relevant experience
Ghazni,National,Program/Project,Full Time,Female,2 years,BA,Position Title: Protection Psychosocial Support Officer Ghazni (Female Only) Re- Announced,"At least 2 years of work experience in psychological/psychosocial counseling, preferably with IDPs/refugees/returnees."
Bamian,National,Agriculture,Full Time,Any,5 years,BA,Position Title: Gender and Youth Specialist,
Kabul,National,Business,Full Time,Male,2 years,BA,Position Title: Students Counselor (Marketing Officer),
Kabul,National,Design,Full Time,Any,3 years,BA,Position Title: Creative Director,
Paktia,National,Health Care,Full Time,Male,3 years,BA,Position Title: Lab Technician,A minimum of three years working experience as a Lab technician.
Kabul,National,Business,Full Time,Any,1 year,HS,Position Title: Transport Assistant,
Kabul,National,Business,Full Time,Any,1 year,HS,Position Title: Travel Administration Assistant,
Kabul,National,Program/Project,Full Time,Any,5 years,BA,Position Title: Program Manager-Kabul,
Kabul,National,Program/Project,Full Time,Any,3 years,BA,Position Title: Protection Associate (Maternity Leave Replacement),
Kunduz,National,Business,Full Time,Any,3 years,BA,Position Title: Pharma Logistics Officer,
Herat,National,Program/Project,Full Time,Any,3-5 years,BA,Position Title: Project Coordinator ? Herat,Negotiation and influence skills.
Helmand,National,Health Care,Full Time,Female,2 years,SS,Position Title: IYCF Counsellor (Female Only),
Baghlan,National,Other,Full Time,Any,1 year,SS,Position Title: Cleaner,Be able to speak in local languages.
Ghowr,National,Program/Project,Full Time,Any,3-5 years,BA,Position Title: Project Coordinator ? Ghowr,Negotiation and influence skills.
Kabul,National,Program/Project,Full Time,Any,5 years,BA,Position Title: Partnership Sr. Coordinator-Kabul,
Ghazni,National,Education,Full Time,Any,2 years,BA,Position Title: Social Trainer (English and Computer),Satisfactory English and Computer knowledge; teaching level
Kabul,National,Program/Project,Full Time,Any,5 years,BA,Position Title: Inclusion Specialist-Kabul,At least 5 years experience in Gender and Disability programming with evidence of successful implementation of program
Kabul,National,Program/Project,Full Time,Any,3 years,BA,Position Title: WASH Specialist-Kabul,"3 years experience in WASH infrastructure project (tender procedure, design, planning, implementation, budgeting, reporting, evaluation, and monitoring) and good understanding of current WASH sector trends and indicators."
Badghis,National,Agriculture,Full Time,Any,2 years,BA,Position Title: Extension Workers,Understanding the Pashto and Dari Languages.
Nimruz,National,Agriculture,Full Time,Any,2 years,BA,Position Title: Extension Workers,Understanding the Pashto and Dari Languages.
Kabul,National,Program/Project,Full Time,Any,3-5 years,BA,Position Title: M&E Coordinator-Kabul,
Kabul,National,Program/Project,Full Time,Any,5 years,BA,Position Title: Project Quality Compliance Coordinator-Kabul,
Nangarhar,National,Program/Project,Full Time,Any,3 years,BA,Position Title: Reintegration Associate,
Sar-e Pol,National,Health Care,Full Time,Any,1 year,BA,Position Title: Medical Doctor,Fluency in local languages is required.
Maidan Wardak,National,Engineering,Full Time,Any,2 years,BA,Position Title: Casual Field Engineer,
Kabul,National,Business,Full Time,Any,3 years,BA,"Position Title: Admin, Logistics, and Procurement Officer","Minimum of 3 years of professional experience in administrative, logistic, and procurement roles, preferably in the private sector."
Nuristan,National,Agriculture,Full Time,Any,2 years,BA,Position Title: Extension Workers,Understanding the Pashto and Dari Languages.
Samangan,National,Security,Full Time,Male,02 years,HS,Position Title: Guards for warehouse,
Faryab,National,Health Care,Full Time,Any,1 year,BA,Position Title: Nutrition Nurse (Re Announced),Graduated from nursing or midwifery program.
Kabul,National,Other,Full Time,Any,3-5 years,BA,Position Title: Internal Audit Officer,Analytical thinker with strong conceptual and problem-solving skills.
Helmand,National,Banking/Accounting,Full Time,Male,2 years,BA,Position Title: Teller Helmand,
Herat,National,Agriculture,Full Time,Any,10 years,BA,Position Title: Regional Manager,
